course_id,student_major,overall_rating,instructor_rating,difficulty_rating,workload_rating,practicality_rating,textbook_rating,exam_difficulty_rating,exam_fairness_rating,student_year,course_type,course_format,exam_format,proctoring_type,course_experience_feedback,improvement_suggestions,instructor_feedback
CS450,Computer Science,9,5,4,4,5,4,3,5,1st Year,Major Requirement,Online,Mixed,In-Person Proctored,I learned so much from the projects. The exams were challenging but manageable if you studied.,"It would be great if the lectures were recorded for exam review, but that's a minor point.",A truly great instructor. Made complex topics easy to understand and was very responsive to emails.
CHEM210,Natural Sciences,10,5,4,3,5,5,4,5,Graduate,Major Requirement,In-Person,Take-Home,Online Proctored,I learned so much from the projects. The exams were challenging but manageable if you studied.,"It would be great if the lectures were recorded for exam review, but that's a minor point.",The professor was fantastic and prepared us well for the exams.
ENG112,Business,7,4,1,1,2,3,1,5,3rd Year,Major Requirement,In-Person,Essay Based,Online Proctored,"I was hoping for a challenge, but the course required almost no effort. The final was a joke.",Add a final project or a research paper instead of just simple multiple-choice quizzes.,"The instructor was nice, but the grading on the exams was so lenient it was meaningless."
CS101,Social Sciences,7,3,2,1,2,4,1,4,1st Year,Major Requirement,Hybrid,Problem Sets,In-Person Proctored,The material was so basic it was boring. The take-home exams could be completed in under an hour.,Add a final project or a research paper instead of just simple multiple-choice quizzes.,Felt like the professor was just going through the motions. They didn't seem to care about academic rigor.
ENG112,Engineering,5,1,4,5,1,1,5,1,2nd Year,General Education,In-Person,Multiple Choice,Online Proctored,I felt completely lost. The final exam had questions on topics we never even covered.,"The exams must be rewritten to actually test understanding, not memorization of obscure details.",Was not helpful during office hours when asked about the exam format.
ART150,Business,6,2,5,4,2,2,5,1,1st Year,Major Requirement,Hybrid,Take-Home,Online Proctored,"The workload was overwhelming, and there was a massive disconnect between lectures and the exam content.",The professor must provide practice exams that are similar in format and difficulty to the real thing.,The instructor was unapproachable and gave no guidance on what to expect for the exams.
CS450,Social Sciences,8,5,4,2,4,4,3,4,Graduate,General Education,Hybrid,Multiple Choice,Online Proctored,I learned so much from the projects. The exams were challenging but manageable if you studied.,"It was perfect, no changes needed. Just keep doing what you're doing.",The instructor's enthusiasm was contagious. They were great at highlighting key concepts for the exams.
MATH301,Business,9,5,4,3,5,5,4,4,1st Year,Major Requirement,In-Person,Multiple Choice,Online Proctored,One of the best courses I've taken. The study guides provided were incredibly helpful for the final.,The take-home exam format was great as it allowed for deeper thinking.,Cared deeply about student success and ensuring the tests were fair.
ART150,Engineering,8,5,3,2,4,4,4,5,4th Year,General Education,Hybrid,Problem Sets,Online Proctored,I learned so much from the projects. The exams were challenging but manageable if you studied.,The take-home exam format was great as it allowed for deeper thinking.,The professor was fantastic and prepared us well for the exams.
ECON101,Social Sciences,9,5,3,4,4,4,4,4,Graduate,Major Requirement,In-Person,Mixed,No Proctoring/Honor Code,The labs were well-designed and the exams accurately reflected what we learned in lectures.,The take-home exam format was great as it allowed for deeper thinking.,The instructor's enthusiasm was contagious. They were great at highlighting key concepts for the exams.
PSYCH440,Computer Science,10,5,3,2,5,4,4,4,1st Year,Major Requirement,In-Person,Mixed,No Proctoring/Honor Code,One of the best courses I've taken. The study guides provided were incredibly helpful for the final.,"Providing a practice exam would be a great addition, but the review sessions were very helpful.",A truly great instructor. Made complex topics easy to understand and was very responsive to emails.
CHEM210,Engineering,10,5,2,3,5,5,3,5,Graduate,Major Requirement,Hybrid,Take-Home,Online Proctored,This was an amazing course! The material was practical and the exams were a fair test of our knowledge.,The take-home exam format was great as it allowed for deeper thinking.,Cared deeply about student success and ensuring the tests were fair.
HIST101,Computer Science,7,3,1,1,2,4,1,4,3rd Year,Elective,In-Person,Multiple Choice,In-Person Proctored,The material was so basic it was boring. The take-home exams could be completed in under an hour.,The exams need to be more rigorous to be worth the credits. The content should be much deeper.,"A friendly person, but not an effective educator. The exams were not a real measure of learning."
PSYCH440,Business,6,3,4,4,2,3,5,2,4th Year,Major Requirement,Online,Problem Sets,In-Person Proctored,"The online proctoring software was invasive and stressful, making the difficult exam even worse.",The grading on the essay-based exams felt completely arbitrary and subjective.,The instructor was unapproachable and gave no guidance on what to expect for the exams.
CHEM210,Business,6,1,4,5,3,1,5,2,1st Year,Major Requirement,In-Person,Take-Home,In-Person Proctored,"The online proctoring software was invasive and stressful, making the difficult exam even worse.",A better textbook is desperately needed. The current one is incomprehensible and useless for exam prep.,Was not helpful during office hours when asked about the exam format.
CS450,Computer Science,6,3,5,5,1,1,5,2,2nd Year,Major Requirement,In-Person,Take-Home,No Proctoring/Honor Code,This course was brutally difficult and the exams felt like they were designed to trick us.,The grading on the essay-based exams felt completely arbitrary and subjective.,"The instructor is very unresponsive to emails, especially regarding exam grades."
MATH301,Computer Science,10,4,4,3,4,4,3,5,1st Year,Major Requirement,Online,Take-Home,In-Person Proctored,I learned so much from the projects. The exams were challenging but manageable if you studied.,"It would be great if the lectures were recorded for exam review, but that's a minor point.",The professor was fantastic and prepared us well for the exams.
HIST101,Business,6,2,4,5,3,3,5,1,4th Year,Major Requirement,In-Person,Take-Home,Online Proctored,"The online proctoring software was invasive and stressful, making the difficult exam even worse.",The grading on the essay-based exams felt completely arbitrary and subjective.,"The instructor is very unresponsive to emails, especially regarding exam grades."
ART150,Arts,6,4,2,1,2,4,2,4,1st Year,Elective,In-Person,Mixed,In-Person Proctored,The material was so basic it was boring. The take-home exams could be completed in under an hour.,Add a final project or a research paper instead of just simple multiple-choice quizzes.,Felt like the professor was just going through the motions. They didn't seem to care about academic rigor.
CHEM210,Business,6,2,5,5,3,1,5,1,1st Year,Elective,In-Person,Take-Home,No Proctoring/Honor Code,"The workload was overwhelming, and there was a massive disconnect between lectures and the exam content.",The grading on the essay-based exams felt completely arbitrary and subjective.,The instructor was unapproachable and gave no guidance on what to expect for the exams.
ART150,Social Sciences,6,5,2,2,1,2,1,4,4th Year,Major Requirement,In-Person,Essay Based,No Proctoring/Honor Code,The material was so basic it was boring. The take-home exams could be completed in under an hour.,Stop making the exams so easy. It encourages not learning the material.,Felt like the professor was just going through the motions. They didn't seem to care about academic rigor.
CHEM210,Computer Science,6,5,1,2,1,4,1,5,Graduate,Major Requirement,Hybrid,Mixed,Online Proctored,"Honestly, this class felt like a waste of time. You didn't even have to study for the open-book exams.",The exams need to be more rigorous to be worth the credits. The content should be much deeper.,"The instructor was nice, but the grading on the exams was so lenient it was meaningless."
ECON101,Business,6,5,1,2,2,2,1,4,4th Year,Major Requirement,In-Person,Problem Sets,No Proctoring/Honor Code,"Honestly, this class felt like a waste of time. You didn't even have to study for the open-book exams.",The exams need to be more rigorous to be worth the credits. The content should be much deeper.,"A friendly person, but not an effective educator. The exams were not a real measure of learning."
